title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
"The Inventor's Daughter","Branches","0N69EwDqsxYUCo1U9Y8XsR",0.537,0.594,4,-8.147,1,0.0497,0.208,0.00000752,0.113,0.363,145.093,264240,4
"1984","Devarrow","0F0j6ff6MBiwasFfBhrYuB",0.766,0.563,5,-10.451,1,0.0566,0.358,0.00119,0.134,0.318,133.042,225840,4
"Soul Factory","Bendigo Fletcher","65Wg7hcSgu8Tinb5en9iwq",0.757,0.185,3,-9.339,1,0.0389,0.678,0,0.35,0.3,105.004,221779,4
"Magic to Me","The Tuesday Crew","20Tq1WkS2COkyCW4nLtepO",0.668,0.609,4,-8.537,1,0.0669,0.273,0.000503,0.288,0.782,75.063,198240,4
"Shampoo Bottles","Peach Pit","2INUkDPCO1eQlOFmIN5VAC",0.648,0.436,8,-9.578,1,0.0275,0.0232,0,0.0944,0.333,107.019,224267,4
"Rock To My Roll","Anarbor","0pDbrLNpDx7xY68z64QNcs",0.591,0.808,3,-3.955,1,0.0377,0.318,0,0.11,0.586,123.027,167093,4
"Time Bomb","Augie Isaac","51raVcOaAS7kejfR0OHqlD",0.579,0.341,7,-10.738,1,0.0359,0.938,0,0.104,0.423,118.402,162747,3
"Circles","Real Face","4qIL2kqVLj9X1PE5IrhcFD",0.807,0.629,6,-7.914,1,0.0793,0.0896,0,0.104,0.725,94.985,199970,4
"Forever Young","Alphaville","4S1VYqwfkLit9mKVY3MXoo",0.489,0.483,9,-9.466,0,0.0275,0.42,0.0028,0.236,0.333,136.822,226706,4
"Mind Over Matter (Reprise)","Young the Giant","77KnJc8o5G1eKVwX5ywMeZ",0.393,0.487,0,-6.348,1,0.0337,0.229,0,0.128,0.3,151.958,230867,4
"Good Rhymes for Bad Times","Bears In Trees","5yjQbOYyRqaXSPKUAvcS82",0.81,0.434,9,-11.637,1,0.0669,0.172,0,0.092,0.853,126.009,219469,4
"Peachy","Ghosthaus","3ovN6aYZXLLYnIQt6cxLh7",0.522,0.68,7,-5.648,1,0.0275,0.438,0.0000135,0.0798,0.319,90.022,263953,4
"Ego","Koren Grace","3lBcxzsGXd2DaeC1XgjkfD",0.741,0.443,5,-6.677,1,0.0304,0.353,0,0.205,0.187,89.996,243018,4
"Rollin' Around","Nat & Alex Wolff","7vqEcDc2C51DK890XZCwZC",0.862,0.645,1,-4.97,1,0.0407,0.182,0.00246,0.322,0.437,98.97,217120,4
"Like Or Like Like","Miniature Tigers","3Gp3KGChMmdv5v8ahwOCCR",0.75,0.528,2,-4.643,1,0.0277,0.0297,0.0000115,0.0957,0.864,96.094,156653,4
"Cig","Baby FuzZ","3RcLm0u6OEGLuzE6H9ddhO",0.391,0.311,6,-8.063,1,0.0361,0.744,0,0.114,0.219,75.455,198000,4
"Another State","Tigers in the Sky","1XZkp1rKR0SeIFobNGNgu2",0.761,0.492,3,-9.426,1,0.0427,0.442,0,0.335,0.634,108.067,173227,4
"Lucy (Acoustic)","Olivver the Kid","5U4SXbJNazCu13myBr4u3a",0.528,0.411,1,-7.586,0,0.0297,0.69,0.0192,0.0993,0.179,113.115,153574,4
"Peach Scone","Hobo Johnson","4Pj5nvdDibE3sgflD87J2i",0.583,0.408,7,-9.125,1,0.564,0.65,0,0.309,0.612,74.738,212800,3
"Georgia Peach","Manwolves","7DFj4U25OOZdVyddp3SMp5",0.609,0.584,5,-4.775,0,0.148,0.676,0,0.0893,0.725,144.06,246973,4
"Table Top","Austin Giorgio","2ERTiGJSF33E1sWVPqxYS7",0.749,0.709,0,-4.944,1,0.0666,0.414,0.0000132,0.18,0.411,95.013,202003,4
"Spirits","The Strumbellas","7GJ572zvnU94VZVrj5XRtb",0.556,0.658,0,-6.075,1,0.0265,0.164,0,0.113,0.787,80.529,203653,4
"Please Never Fall in Love Again","Ollie MN","42H6GeQfrBkT3vTUTdpB1M",0.646,0.0828,10,-16.205,1,0.0435,0.838,0.000012,0.0934,0.293,108.826,154000,4
"Barcelona","George Ezra","58Qol5xzalwqF912GE9vQv",0.629,0.572,5,-9.332,1,0.0307,0.32,0.000853,0.109,0.182,93.997,188960,4
"Butterflies","Samsa","6kVku2CoE7fbD29miiutzw",0.54,0.744,1,-10.942,1,0.405,0.307,0.0000895,0.103,0.925,92.207,199184,4
"Sofia...","Leland Blue","3mVvHX2unymAji6lBRuzBg",0.585,0.747,9,-5.326,1,0.0431,0.063,0.000566,0.0827,0.445,124.116,312000,4
"You In January","The Wonder Years","0FFvUdqOm90739ZXupy2w4",0.296,0.346,2,-9.017,1,0.0325,0.8,0.000675,0.102,0.285,191.707,193394,4
"Garden in the Backyard","BL","7cqzm8VPjWnhzdmkypGGsj",0.588,0.407,4,-12.947,1,0.0355,0.572,0,0.367,0.52,131.961,228254,4
"What Makes The World","The New Respects","5pgUtnVYlWsCSG1LtggFkJ",0.534,0.501,0,-6.507,1,0.0332,0.647,0,0.112,0.145,85.944,225307,4
"Coffee","Post Sex Nachos","3a9cCw16YWkeOBQkCG22X9",0.444,0.307,4,-14.076,1,0.0307,0.516,0.00000146,0.318,0.349,160.305,184500,3
"Baby Teeth","Deal Casino","7tsCU1ddBjBIuSt0zBXllk",0.614,0.649,4,-7.494,1,0.0228,0.0843,0.0278,0.0619,0.728,88.012,250799,4
"Sweet Adeline","Avriel & the Sequoias","187p9sYxulKvYvR7YP5rGw",0.629,0.643,5,-6.495,1,0.0318,0.172,0,0.12,0.343,92.546,208865,1
"Two : Thirty","G Krish","3yPckQ5e1IdcRHLB4a4hKo",0.626,0.361,3,-11.48,1,0.0363,0.768,0.0117,0.119,0.0331,101.825,253000,4
"Matter of Time","David Huss","7kQixzudrqrMXRg9qeuK5y",0.567,0.247,2,-15.706,1,0.031,0.944,0.82,0.0968,0.45,93.082,285057,4
"with you","seth arlan","776c5iOQohyPNC3nryvYxC",0.742,0.235,9,-15.967,1,0.0529,0.843,0.0442,0.103,0.159,135.201,208718,4
"Goodbyes","The Frights","5cutEqdMby5pH8Vif2mdWs",0.627,0.71,2,-5.076,1,0.0317,0.192,0,0.131,0.461,130.019,194400,4
"Cecily Smith (Bonus Track)","Will Connolly","0EhYGqH7kjogumPfbKWh0t",0.771,0.263,7,-13.072,1,0.0816,0.821,0,0.0872,0.372,119.726,289893,4
"Every Second Levitates","Gam","7EgYw7kYpOBBw3WUC7qrsZ",0.571,0.372,6,-13.118,0,0.091,0.576,0.00000757,0.095,0.722,85.356,255029,4
"Mover Awayer","Hobo Johnson","1yyIxshSIfW89EPTW0xkPH",0.703,0.636,4,-5.737,0,0.307,0.026,0,0.0355,0.648,136.949,215804,4
"Lost in My Mind","The Head And The Heart","77hI6DJ12C9WohWk8XUhto",0.369,0.517,2,-9.125,1,0.0293,0.419,0.00019,0.286,0.364,95.352,259120,4
"Let's Be Still","The Head And The Heart","5IJnj6Um7jVuRPT4WGj1z6",0.636,0.411,9,-10.723,1,0.0278,0.678,0.00425,0.106,0.564,130.679,268347,4
"Tell Me A Story","Bearfoot","6lVytr851TubKL7GvrxjUE",0.739,0.242,9,-8.27,0,0.035,0.768,0,0.0949,0.452,115.963,164040,4
"Martha","Tom Waits","6YaCKTSSA6WuaSzyCSJVCg",0.269,0.151,3,-19.314,1,0.0364,0.975,0.159,0.138,0.232,120.889,270733,4
"Honeybee","The Head And The Heart","5CalS8Gn69OOrR9aiw0ZO9",0.642,0.52,9,-7.886,1,0.0387,0.118,0.000509,0.552,0.488,136.014,196055,4
"Buttercup","Jack Stauber","2mlGPkAx4kwF8Df0GlScsC",0.705,0.373,7,-9.066,1,0.0384,0.723,0.81,0.289,0.551,120.046,208026,4
"Breezeblocks","alt-J","3n69hLUdIsSa1WlRmjMZlW",0.616,0.656,5,-7.298,1,0.0344,0.096,0.000879,0.205,0.286,150.071,227080,4
"Skinny Love","Bon Iver","2cbic3TiUENlJX91y67ARR",0.593,0.263,4,-14.029,0,0.0567,0.844,0.00000536,0.127,0.109,76.379,238520,4
"I Wish I Was","The Avett Brothers","1nMlHxWuPc5P9Y5nGvenlj",0.491,0.299,11,-8.86,1,0.0317,0.806,0,0.188,0.265,109.329,316440,4
"I And Love And You","The Avett Brothers","7CEV9VwA8XO9wwxTXgYKvY",0.424,0.264,2,-9.984,1,0.0298,0.831,0.0000708,0.0763,0.169,139.593,300840,4
"No Hard Feelings","The Avett Brothers","711WfDztCZpnmJg7Uvwod3",0.485,0.319,5,-8.525,1,0.031,0.686,0.0000281,0.117,0.195,142.119,314680,3
"Mama, I Don't Believe","The Avett Brothers","0tEzs2j3sfZuvyNjN3f6BB",0.571,0.732,7,-3.596,1,0.0346,0.0238,0,0.086,0.387,145.39,256480,4
"She Don't Use Jelly","The Flaming Lips","1dJuteDIOkGfDSN7zPkzNv",0.33,0.556,7,-11.494,1,0.0796,0.207,0.0000439,0.315,0.506,173.828,222279,4
"Buttercup","Hippo Campus","6iCJCZqDJjmBxt07Oid6FI",0.623,0.763,9,-4.412,1,0.0719,0.199,0.00000652,0.126,0.199,108.871,226610,4
"Girl on a Train","Skizzy Mars","6M1nfYPKy7DRk3IrhFVViQ",0.711,0.678,9,-6.398,1,0.0476,0.219,0,0.176,0.615,94.04,182548,4
"San Antone","The Ghost of Paul Revere","28KvtiBXsN0vAyEssDzAmg",0.576,0.624,2,-7.16,1,0.028,0.569,0.00461,0.0914,0.417,128.09,265613,4
"Ain't No Man","The Avett Brothers","6XMYnm4OTEysN8blzqiCL9",0.787,0.689,11,-5.617,1,0.319,0.331,0,0.114,0.779,90.528,212347,4
"This Is the End","The Ghost of Paul Revere","5ssxYFSLJF3g74Td4nJh1U",0.563,0.432,7,-7,1,0.0294,0.405,0,0.0581,0.348,81.629,170653,4
"Wasted - Acoustic","Jesse McCartney","0YvZAwg3SxDDeJzoDQo9Yl",0.72,0.421,0,-8.367,1,0.0302,0.531,0,0.0939,0.65,102.009,190960,4
"Was I The Only One","Sammy Brue","2idWtVqRB9rHlua7iwZYL5",0.444,0.569,1,-4.61,1,0.0271,0.0411,0,0.111,0.506,111.566,175307,3
"Dark Highways","Jared & The Mill","5hpnk4vONE1lAgqt3hfSZQ",0.558,0.513,7,-6.862,1,0.0289,0.048,0.00000498,0.111,0.493,78.615,188366,4
"Wild Child","The Ghost of Paul Revere","4SGhe6TRlY73ByAcv50zhB",0.427,0.703,2,-7.534,1,0.0408,0.186,0.00000133,0.0956,0.344,168.235,281437,4
"I'll Have To Say I Love You In A Song","Jim Croce","55KKzF53NXeY7neYbd8wz5",0.508,0.513,9,-13.947,1,0.0287,0.776,0.0303,0.11,0.702,133.791,151827,4
"Postcard Memories","Drew Holcomb & The Neighbors","2mfnNIegMtXIJhNTyuxGVF",0.614,0.347,0,-12.97,1,0.0577,0.595,0.0000927,0.0677,0.235,83.919,209594,4
"People Need A Melody","The Head And The Heart","5tlu2nA8GxkDx8UTKG1rLV",0.586,0.54,0,-5.761,1,0.0255,0.192,0,0.127,0.162,82.156,252302,4
"Saturday Sun","Vance Joy","2RiBogNRfulkNf7fVbPOrJ",0.637,0.864,8,-4.381,1,0.0468,0.484,0,0.222,0.706,99.995,214720,4
"A Girl, a Boy, and a Graveyard","jeremy messersmith","74XzT6sJuCIw0Py539SNQR",0.347,0.136,1,-13.677,0,0.0346,0.77,0.0000747,0.133,0.457,178.821,187547,4
"Hallelujah","Jeff Buckley","3pRaLNL3b8x5uBOcsgvdqM",0.324,0.136,0,-10.33,1,0.0318,0.931,0.00117,0.176,0.0831,97.256,413827,3
"Beyond","Leon Bridges","1Omt5bfz1tZUCqd26HxbS0",0.581,0.687,6,-5.4,1,0.105,0.229,0,0.109,0.187,76.014,240600,4
"Good News","Mac Miller","1DWZUa5Mzf2BwzpHtgbHPY",0.794,0.32,1,-12.92,0,0.173,0.853,0.134,0.112,0.241,174.088,342040,4
"Awake My Soul","Mumford & Sons","3khbaRkdMXpwxd6Ege88gj",0.351,0.465,2,-10.313,1,0.0365,0.0481,0.0188,0.0912,0.224,123.75,255827,4
"Flowers in Your Hair","The Lumineers","3Hvg5tRKsQlX25wYwgMF9p",0.67,0.609,7,-10.088,1,0.0333,0.749,0.0000674,0.227,0.573,127.463,109736,4
"Pretty Little Life Form","Valley Maker","1IetAPA3SyGSUc8W0A5IOZ",0.519,0.381,5,-7.953,1,0.0283,0.609,0,0.201,0.205,99.53,248853,4
"Goof-Intolerant","Edgar Erik!","5YgiX7KiGQfKtsL9u0gtqR",0.815,0.606,6,-10.623,0,0.467,0.173,0.0067,0.0889,0.886,172.006,89326,4
"Cleopatra","The Lumineers","2ToW7zhGCrVrLU4fiKj9U1",0.536,0.775,8,-6.765,1,0.0394,0.228,0.000143,0.0947,0.485,151.393,201413,4
"By My Side","Valley Maker","34qpxF5dEph6WqSCCANz8c",0.54,0.517,6,-8.193,0,0.0412,0.851,0.0000586,0.106,0.357,82.462,194747,4
"The Mission","Valley Maker","1RXGGlpZzxrgUVDi73cWEn",0.415,0.444,1,-7.416,1,0.0249,0.796,0,0.0822,0.344,88.011,220520,4
"Lover's Cross","Jim Croce","3qHuiFe1gmlNjldCm1TfFM",0.706,0.362,0,-10.417,1,0.0329,0.804,0,0.135,0.779,120.532,183440,4
"Roses","Outkast","6bUNEbXT7HovLW6BgPCBsb",0.751,0.708,0,-5.653,1,0.0545,0.0482,0.0000185,0.107,0.509,108.97,369573,4
"Wasteland, Baby!","Hozier","1HYnjKqSSHh1tdl2Hi57zH",0.427,0.407,2,-9.665,1,0.0382,0.612,0.386,0.109,0.244,168.844,266467,4
"Cherry Wine - Live","Hozier","1C042FLYy7rP3MfnkOcnha",0.415,0.11,1,-14.901,1,0.0388,0.951,0.00236,0.0962,0.234,81.876,240147,4
"Work Song","Hozier","5TgEJ62DOzBpGxZ7WRsrqb",0.531,0.363,10,-7.672,1,0.0608,0.749,0,0.112,0.259,121.412,229720,4
"Like Real People Do","Hozier","57V4uc2b2diZ4RPHXWecb9",0.539,0.179,7,-14.33,1,0.0309,0.921,0.393,0.106,0.145,140.01,198027,3
"Jackie and Wilson","Hozier","4JpazKcfOhbwqZrsYhzHee",0.555,0.727,6,-4.202,1,0.0388,0.0579,0.00000752,0.0937,0.739,82.142,223120,4
"Heaven Falls / Fall On Me","Surfaces","2gcqMtNq5MEwWNbc7AxVPw",0.525,0.415,11,-5.473,0,0.136,0.297,0.00242,0.0795,0.721,85.191,240597,4
"24 / 7 / 365","Surfaces","0ClnfM4PI0wjlCVTJc9lP7",0.752,0.65,4,-6.194,1,0.0334,0.264,0.00000138,0.313,0.904,141.16,177000,4
"Shine On Top","Surfaces","4xgtWOWGwxehDX8S21di2K",0.808,0.754,4,-4.99,0,0.171,0.137,0,0.14,0.966,82.547,145455,4
"Heaven Falls / Fall on Me","Surfaces","7yHqOZfsXYlicyoMt62yC6",0.563,0.366,11,-6.896,0,0.121,0.36,0.00243,0.0955,0.768,85.352,240597,4
"The King","Conan Gray","54GASuUdLbhhdyECNUp3Pb",0.643,0.716,2,-6.733,1,0.0915,0.0643,0,0.14,0.854,81.027,174320,4
"Sunday Best","Surfaces","1Cv1YLb4q0RzL6pybtaMLo",0.878,0.525,5,-6.832,1,0.0578,0.183,0,0.0714,0.694,112.022,158571,4
"Lost in You","khai dreams","2itR8VHeTVKInnMPec8mj8",0.771,0.607,5,-12.02,0,0.113,0.334,0,0.122,0.79,90.035,101000,4
"Fantasy","khai dreams","53usuYfeK66GLBhm6k7x5e",0.35,0.43,7,-13.14,1,0.131,0.715,0,0.299,0.203,169.908,170667,4
"24 / 7 / 365","Surfaces","6WgYoOtcXnmyv4cK6RRtYv",0.743,0.647,4,-6.194,1,0.0338,0.26,0.00000161,0.322,0.9,141.226,177000,4
"Hey Ya!","Outkast","2PpruBYCo4H7WOBJ7Q2EwM",0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,235213,4
"Crush Culture","Conan Gray","2sHwSBNDZN2yjCtgwStYt1",0.522,0.765,0,-5.395,1,0.193,0.146,0,0.0866,0.455,180.065,204120,4
"Ultimately","khai dreams","2dIPAPCa05Hh2Esift0sVX",0.734,0.222,5,-17.287,1,0.229,0.896,0,0.343,0.62,106.946,142028,4
"A Song About Being Sad","Rex Orange County","6Jl3ZOX6MUOlyoUc721bsX",0.567,0.263,5,-13.51,1,0.103,0.891,0,0.183,0.247,111.86,136000,4
"All I Want","Kodaline","2PwXOevGUSkU8qaYZjgLq2",0.209,0.412,0,-9.733,1,0.0443,0.172,0.15,0.0843,0.162,86.26,305747,3
"You Found Me","The Fray","4IoYz8XqqdowINzfRrFnhi",0.338,0.803,8,-5.412,0,0.0413,0.0187,0,0.136,0.4,151.994,241853,4
"The Giving Tree","Plain White T's","5NSmVuhSf3JxrCewijurpf",0.566,0.597,8,-10.814,1,0.037,0.832,0,0.252,0.873,151.361,186433,4
"A Lonely September","Plain White T's","2nRHrn77gdJDonjHGtxFfl",0.554,0.575,9,-4.751,1,0.0313,0.742,0,0.105,0.609,122.515,266933,3
"When the Fog Rolls In","Train","7Jg93eTHUzLaePH9Ki6lfP",0.276,0.576,2,-3.849,1,0.0344,0.191,0.00016,0.082,0.223,172.08,261760,3
"One Hell Of A Song","Mike Posner","53RCI2n5pXRx531Q9dziXn",0.694,0.343,5,-13.529,1,0.043,0.556,0.00000192,0.114,0.44,85,193880,4
"Smooth (feat. Rob Thomas)","Santana","2pX4FpOgwItRVPPUFdRcxA",0.609,0.923,9,-3.908,1,0.0338,0.16,0.00000473,0.295,0.961,115.996,294987,4
"Spoonful","Grizfolk","6Y2DPBV2uBBfqQOPZnW3LD",0.589,0.665,2,-6.752,0,0.0453,0.158,0,0.0971,0.462,126.877,189414,4
"Everybody Talks","Neon Trees","3528IXKpbb7OMjdjWYlbfD",0.471,0.924,8,-3.906,1,0.0586,0.00301,0,0.313,0.725,154.961,177280,4
"Used To Be","Matt Nathanson","5BvP31Kxf5R5WIuwbcQDDT",0.646,0.658,7,-4.678,1,0.052,0.0617,0,0.0692,0.44,92.001,190867,4
"little light - acoustic version","Lewis Watson","6PRotAx0lUWP0bHBr6jm42",0.67,0.294,7,-8.114,1,0.0341,0.685,0,0.147,0.515,119.856,256415,4
"Close Your Eyes and Count to Ten","Grouplove","21zv5Hi0SQSvLyaKPiKreg",0.406,0.758,8,-6.451,1,0.0366,0.0062,0,0.0904,0.149,90.926,288507,4
"Fireflies","Owl City","3DamFFqW32WihKkTVlwTYQ",0.512,0.662,3,-6.797,1,0.0439,0.0275,0,0.118,0.472,180.114,228347,4
"Vanilla Twilight","Owl City","3KiTVEnTfi5DwiXszlDoVL",0.581,0.526,11,-7.639,1,0.0253,0.00941,0.000539,0.113,0.572,166.074,231707,4
